x	y
     -5.74	     -6.12
      6.60	      4.14
     -4.70	      3.49
      1.77	      5.45
      6.97	      2.13
      3.36	      6.78
     -0.34	      5.58
      4.97	     -0.23
      0.78	      1.22
      2.67	      3.38
     -0.54	     -4.58
      1.72	     -0.54
     -3.94	     -4.01
      4.96	      2.90
     -0.06	     -6.94
     -6.87	      1.69
     -6.14	      6.42
     -3.60	      5.68
     -4.17	     -1.50
      6.33	      6.44
     -3.15	     -6.91
     -1.56	      1.66
     -0.86	     -1.14
      1.84	     -3.92
      5.49	     -2.46
