x	y
     -6.88	     -6.14
      5.54	      4.40
     -4.59	     -1.61
     -0.96	      4.15
      5.80	      1.75
      2.08	      6.27
     -2.49	      2.69
      6.44	     -5.30
      2.41	      0.36
      0.24	      2.39
      0.72	     -4.93
      6.93	     -0.75
     -4.49	     -6.04
      2.10	      4.04
     -0.86	     -0.51
     -6.63	     -0.69
     -6.80	      1.92
     -6.49	      4.58
     -4.77	      1.25
      6.57	      6.27
     -1.62	     -6.66
     -4.68	      3.25
     -1.61	     -3.13
      3.03	     -5.69
      1.70	     -3.00
