x	y
     -5.75	     -6.56
      6.71	      4.12
     -4.61	      3.53
      1.78	      5.68
      6.86	      1.84
      3.51	      6.69
     -0.24	      5.53
      4.99	     -0.16
      0.62	      1.45
      2.37	      3.32
     -0.55	     -4.48
      1.77	     -0.66
     -3.57	     -3.81
      4.80	      2.70
      0.08	     -6.97
     -6.86	      1.73
     -6.21	      6.82
     -3.74	      5.34
     -4.64	     -1.83
      6.12	      6.35
     -3.20	     -6.86
     -1.56	      1.92
     -1.03	     -1.24
      1.81	     -3.65
      5.67	     -2.42
