x	y
     -5.75	     -6.43
      6.68	      4.13
     -4.64	      3.52
      1.76	      5.61
      6.89	      1.93
      3.46	      6.72
     -0.25	      5.54
      4.98	     -0.18
      0.67	      1.38
      2.46	      3.34
     -0.54	     -4.51
      1.76	     -0.62
     -3.68	     -3.87
      4.85	      2.76
      0.03	     -7.00
     -6.86	      1.72
     -6.19	      6.70
     -3.70	      5.44
     -4.49	     -1.73
      6.19	      6.38
     -3.18	     -6.88
     -1.56	      1.84
     -0.98	     -1.21
      1.82	     -3.73
      5.61	     -2.43
