x	y
     -7.00	     -6.80
      4.80	      4.92
     -4.82	     -1.91
     -0.23	      6.28
      6.99	      3.21
      1.77	      6.15
     -3.59	      5.09
      6.52	     -6.96
      3.33	     -1.55
      0.66	      3.77
     -1.40	     -6.94
      6.04	     -3.48
     -5.47	     -4.72
      3.58	      2.97
      0.17	     -2.07
     -6.85	     -1.25
     -6.91	      1.77
     -6.78	      6.77
     -4.35	      0.72
      6.07	      6.74
     -3.51	     -5.97
     -4.30	      3.13
     -2.54	     -4.12
      3.61	     -6.36
      2.67	     -4.54
