x	y
     -6.77	     -7.00
      4.66	      5.16
     -4.41	     -1.76
     -0.31	      5.95
      6.55	      3.03
      1.81	      5.94
     -3.09	      4.97
      6.24	     -6.44
      2.92	     -1.46
      0.65	      3.35
     -1.32	     -6.46
      6.14	     -3.90
     -5.35	     -5.05
      3.71	      3.06
      0.17	     -1.62
     -6.62	     -1.51
     -6.55	      1.48
     -6.70	      6.48
     -4.57	      0.35
      5.88	      6.74
     -3.52	     -6.55
     -4.46	      3.08
     -2.44	     -4.06
      3.53	     -6.60
      2.53	     -4.22
