x	y
     -7.00	     -5.90
      6.93	      4.76
     -5.02	      3.29
      1.27	      5.36
      6.77	      2.29
      2.82	      6.88
     -0.81	      5.77
      4.93	     -0.51
      0.67	      1.70
      2.43	      3.37
     -0.52	     -4.60
      2.24	     -1.42
     -3.98	     -3.39
      4.93	      3.10
     -0.56	     -6.95
     -6.94	      1.56
     -6.11	      5.01
     -2.82	      6.90
     -2.80	     -0.75
      6.89	      6.83
     -2.99	     -6.91
     -1.31	      1.37
     -0.13	     -0.96
      1.94	     -3.78
      4.86	     -2.61
