x	y
     -6.57	     -6.83
      4.42	      5.22
     -4.03	     -1.86
     -0.37	      5.67
      6.17	      2.88
      1.86	      5.83
     -2.67	      4.87
      5.98	     -6.25
      2.57	     -1.37
      0.62	      2.93
     -1.25	     -5.96
      6.24	     -3.94
     -5.25	     -5.33
      3.82	      3.14
      0.16	     -1.23
     -6.17	     -1.74
     -6.46	      1.38
     -6.64	      6.24
     -4.58	      0.13
      5.83	      6.89
     -3.52	     -6.96
     -4.59	      3.03
     -2.36	     -4.00
      3.47	     -6.80
      2.41	     -3.94
