x	y
     -6.29	     -5.77
      6.86	      4.64
     -4.89	      3.37
      1.61	      5.20
      6.96	      2.41
      3.03	      6.99
     -0.63	      5.70
      4.95	     -0.40
      0.71	      1.51
      2.92	      3.43
     -0.51	     -4.75
      2.04	     -1.07
     -4.17	     -3.85
      5.02	      2.99
     -0.37	     -6.79
     -6.91	      1.61
     -6.11	      5.57
     -3.14	      6.42
     -3.12	     -0.77
      6.80	      6.74
     -3.06	     -6.98
     -1.56	      1.09
     -0.49	     -0.91
      1.90	     -4.17
      5.11	     -2.55
