x	y
     -6.49	     -6.36
      4.51	      4.89
     -4.24	     -2.61
     -0.07	      6.99
      6.66	      3.09
      1.97	      6.81
     -4.71	      5.44
      6.87	     -5.63
      4.03	     -1.65
      0.40	      4.12
     -1.59	     -5.63
      6.01	     -2.69
     -5.85	     -4.15
      3.29	      2.76
      0.19	     -3.09
     -6.95	     -0.12
     -6.29	      2.40
     -6.93	      6.60
     -3.85	      1.24
      6.49	      6.73
     -4.10	     -5.80
     -4.12	      3.44
     -2.14	     -3.15
      3.79	     -5.81
      2.97	     -3.79
