x	y
     -5.25	     -6.16
      6.36	      4.00
     -4.50	      1.35
     -0.19	      6.16
      6.53	      1.01
      3.50	      6.29
     -2.13	      5.69
      5.67	     -0.83
      0.54	      0.40
      1.97	      4.03
     -0.55	     -3.99
      3.45	     -0.49
     -4.23	     -3.28
      4.62	      2.95
     -0.15	     -6.34
     -6.95	      1.33
     -6.86	      4.32
     -3.96	      6.55
     -1.47	     -0.12
      5.61	      6.74
     -2.67	     -6.97
     -1.70	      3.24
      0.91	     -1.68
      1.62	     -4.61
      3.82	     -2.86
