x	y
     -5.60	     -6.16
      6.63	      4.03
     -4.78	      2.39
      0.75	      5.60
      6.41	      2.03
      2.95	      6.89
     -1.38	      5.58
      4.90	     -0.72
      0.75	      1.19
      2.72	      3.70
     -0.53	     -4.31
      2.84	     -1.16
     -3.86	     -2.94
      4.78	      3.27
     -0.86	     -6.75
     -6.99	      1.45
     -6.59	      4.67
     -3.14	      6.71
     -2.40	     -0.85
      6.29	      7.00
     -2.91	     -6.77
     -1.52	      2.49
      0.68	     -1.20
      1.83	     -3.98
      4.37	     -2.73
