x	y
     -6.11	     -5.74
      6.81	      4.61
     -4.86	      3.39
      1.70	      5.16
      6.97	      2.42
      3.08	      6.95
     -0.58	      5.68
      4.95	     -0.37
      0.72	      1.47
      3.04	      3.45
     -0.51	     -4.76
      1.98	     -0.99
     -4.22	     -3.97
      4.98	      2.98
     -0.33	     -6.77
     -6.91	      1.63
     -6.11	      5.71
     -3.22	      6.30
     -3.29	     -0.89
      6.73	      6.63
     -3.07	     -7.00
     -1.56	      1.19
     -0.55	     -0.95
      1.89	     -4.26
      5.17	     -2.53
