x	y
     -6.90	     -6.18
      5.51	      4.53
     -4.50	     -1.53
     -0.96	      4.17
      5.87	      1.64
      2.08	      6.21
     -2.53	      2.80
      6.30	     -5.37
      2.32	      0.29
      0.30	      2.40
      0.72	     -4.92
      6.97	     -0.70
     -4.52	     -6.19
      2.15	      4.03
     -0.82	     -0.51
     -6.56	     -0.75
     -6.79	      1.87
     -6.44	      4.58
     -4.82	      1.15
      6.58	      6.21
     -1.59	     -6.75
     -4.67	      3.26
     -1.64	     -3.17
      3.04	     -5.72
      1.67	     -3.10
