x	y
     -5.13	     -6.21
      6.68	      4.01
     -4.59	      1.68
      0.11	      5.99
      6.48	      1.34
      3.32	      6.48
     -1.87	      5.32
      5.39	     -0.80
      0.62	      0.57
      2.20	      3.93
     -0.54	     -4.09
      3.21	     -0.70
     -4.11	     -3.18
      4.68	      3.04
     -0.61	     -6.49
     -6.97	      1.37
     -6.97	      4.43
     -3.69	      6.59
     -1.77	     -0.35
      5.82	      6.82
     -2.75	     -6.83
     -1.68	      3.33
      0.90	     -1.44
      1.68	     -4.41
      3.99	     -2.81
