x	y
     -6.67	     -6.98
      4.07	      5.32
     -3.55	     -2.01
     -0.14	      5.36
      5.89	      2.60
      1.95	      5.66
     -2.36	      4.61
      5.57	     -6.75
      2.06	     -1.25
      0.57	      2.31
     -0.96	     -5.47
      6.43	     -3.21
     -5.08	     -4.96
      3.72	      3.33
      0.15	     -0.65
     -5.54	     -2.15
     -6.76	      1.51
     -6.55	      5.88
     -4.61	     -0.25
      5.76	      6.89
     -3.15	     -6.57
     -4.78	      2.97
     -2.30	     -3.82
      3.38	     -6.75
      2.24	     -3.51
