x	y
     -6.60	     -6.46
      4.72	      4.78
     -4.48	     -2.56
     -0.11	      6.85
      6.60	      3.23
      1.93	      6.96
     -4.45	      5.30
      7.00	     -5.92
      4.03	     -1.72
      0.46	      4.04
     -1.55	     -5.92
      5.87	     -2.76
     -5.68	     -4.16
      3.36	      2.80
      0.19	     -2.86
     -6.98	     -0.39
     -6.46	      2.26
     -6.90	      6.74
     -3.96	      1.22
      6.39	      6.74
     -3.96	     -5.82
     -4.06	      3.34
     -2.24	     -3.39
      3.74	     -5.95
      2.90	     -3.96
