x	y
     -6.75	     -6.07
      4.11	      5.09
     -3.63	     -2.63
     -0.38	      6.43
      6.95	      2.44
      2.08	      5.90
     -4.44	      6.12
      6.16	     -4.42
      3.56	     -1.02
      0.15	      4.35
     -1.80	     -4.23
      6.81	     -2.40
     -5.33	     -4.07
      2.99	      2.54
      0.22	     -4.17
     -6.71	      0.85
     -5.94	      3.00
     -6.84	      6.62
     -3.32	      1.36
      6.93	      6.73
     -3.87	     -5.68
     -3.51	      3.53
     -0.97	     -2.14
      4.04	     -5.15
      3.28	     -3.08
