x	y
     -6.98	     -6.40
      4.79	      4.63
     -3.79	     -1.11
     -0.79	      4.43
      6.05	      1.50
      2.07	      5.92
     -2.66	      3.39
      5.34	     -5.86
      1.71	     -0.23
      0.72	      2.44
      0.43	     -5.48
      7.00	     -0.99
     -4.72	     -6.80
      2.48	      3.87
     -0.58	     -0.50
     -6.14	     -1.20
     -6.90	      1.61
     -6.28	      4.78
     -5.14	      0.55
      6.86	      6.55
     -1.41	     -6.67
     -4.79	      3.19
     -1.81	     -3.43
      3.12	     -5.89
      1.80	     -3.18
