x	y
     -6.91	     -6.20
      5.44	      4.54
     -4.44	     -1.48
     -0.96	      4.19
      5.91	      1.57
      2.08	      6.18
     -2.56	      2.87
      6.21	     -5.42
      2.26	      0.24
      0.34	      2.40
      0.72	     -4.93
      7.00	     -0.67
     -4.54	     -6.29
      2.18	      4.02
     -0.80	     -0.51
     -6.52	     -0.79
     -6.79	      1.84
     -6.40	      4.58
     -4.85	      1.09
      6.64	      6.24
     -1.58	     -6.80
     -4.67	      3.27
     -1.65	     -3.19
      3.05	     -5.73
      1.66	     -3.15
