x	y
     -6.50	     -6.14
      3.89	      5.20
     -3.89	     -2.72
      0.04	      6.49
      6.84	      2.67
      2.11	      6.10
     -4.76	      5.74
      6.45	     -4.72
      3.72	     -1.29
      0.23	      4.35
     -1.72	     -4.73
      6.73	     -2.64
     -5.38	     -4.07
      3.10	      2.62
      0.20	     -3.78
     -6.74	      0.67
     -6.00	      2.68
     -6.92	      6.49
     -3.51	      1.32
      6.77	      6.73
     -4.15	     -5.70
     -3.96	      3.69
     -1.45	     -2.50
      3.95	     -5.39
      3.18	     -3.29
