x	y
     -5.34	     -5.56
      6.95	      3.17
     -4.41	      1.60
      1.23	      6.56
      6.81	      0.80
      3.69	      6.75
     -0.42	      5.08
      4.09	     -0.71
     -0.98	      1.53
      1.76	      4.07
     -0.06	     -4.62
      2.19	     -0.04
     -2.78	     -3.75
      3.73	      1.69
      0.96	     -6.42
     -6.48	      1.65
     -6.69	      4.68
     -3.39	      5.77
     -6.96	     -3.05
      6.63	      6.16
     -3.31	     -5.68
     -2.24	      3.71
     -1.71	     -1.09
      1.99	     -3.08
      6.75	     -2.16
