x	y
     -6.13	     -5.78
      5.12	      4.59
     -3.86	     -0.97
     -0.89	      6.40
      6.59	      1.37
      2.42	      4.92
     -4.31	      6.72
      6.16	     -2.93
      2.89	      0.18
      0.32	      4.56
     -1.36	     -3.97
      4.80	     -0.72
     -5.04	     -4.05
      3.22	      2.51
      0.45	     -5.91
     -6.82	      1.07
     -5.62	      4.76
     -6.90	      6.83
     -2.45	      0.79
      6.34	      6.71
     -3.01	     -6.03
     -1.89	      3.37
      1.49	     -2.54
      3.03	     -4.53
      4.04	     -2.66
