x	y
     -5.65	     -5.99
      5.79	      4.26
     -4.21	      0.31
     -0.44	      6.90
      6.82	      0.99
      3.13	      5.46
     -3.11	      6.40
      6.05	     -1.96
      1.59	      0.28
      1.22	      4.37
     -0.65	     -3.76
      4.21	      0.20
     -4.59	     -3.63
      3.99	      2.39
      0.30	     -6.93
     -6.89	      1.22
     -6.30	      4.33
     -5.37	      6.68
     -1.87	      0.30
      5.85	      6.70
     -2.73	     -6.58
     -1.79	      2.98
      1.05	     -2.48
      2.31	     -4.25
      3.98	     -2.88
