x	y
     -5.70	     -5.96
      5.72	      4.29
     -4.17	      0.17
     -0.47	      7.00
      6.73	      1.00
      3.06	      5.34
     -3.24	      6.49
      6.10	     -2.11
      1.74	      0.26
      1.12	      4.42
     -0.73	     -3.78
      4.32	      0.15
     -4.64	     -3.67
      3.89	      2.46
      0.31	     -6.95
     -6.88	      1.20
     -6.23	      4.37
     -5.55	      6.69
     -1.93	      0.35
      5.90	      6.71
     -2.76	     -6.52
     -1.80	      3.03
      1.13	     -2.53
      2.35	     -4.24
      4.16	     -2.81
