x	y
     -6.77	     -7.00
      4.66	      5.16
     -4.42	     -1.76
     -0.30	      5.95
      6.55	      3.03
      1.81	      5.94
     -3.10	      4.98
      6.24	     -6.45
      2.92	     -1.46
      0.65	      3.35
     -1.32	     -6.47
      6.14	     -3.90
     -5.35	     -5.05
      3.71	      3.06
      0.17	     -1.62
     -6.63	     -1.51
     -6.56	      1.49
     -6.71	      6.49
     -4.56	      0.36
      5.88	      6.74
     -3.52	     -6.54
     -4.45	      3.08
     -2.44	     -4.06
      3.53	     -6.59
      2.53	     -4.23
