x	y
     -5.73	     -6.01
      6.59	      4.16
     -4.72	      3.47
      1.77	      5.39
      7.00	      2.21
      3.32	      6.81
     -0.38	      5.59
      4.97	     -0.25
      0.77	      1.26
      2.75	      3.40
     -0.53	     -4.61
      1.76	     -0.60
     -4.04	     -4.07
      4.99	      2.94
     -0.10	     -6.91
     -6.88	      1.68
     -6.12	      6.32
     -3.56	      5.77
     -4.04	     -1.42
      6.39	      6.46
     -3.14	     -6.92
     -1.56	      1.59
     -0.81	     -1.11
      1.84	     -3.99
      5.45	     -2.47
