x	y
     -6.69	     -6.95
      4.01	      5.33
     -3.51	     -1.91
     -0.05	      5.33
      5.89	      2.55
      1.96	      5.64
     -2.37	      4.55
      5.51	     -6.83
      2.03	     -1.25
      0.56	      2.22
     -0.90	     -5.43
      6.45	     -3.11
     -5.10	     -4.87
      3.65	      3.36
      0.10	     -0.55
     -5.54	     -2.28
     -6.80	      1.53
     -6.54	      5.83
     -4.63	     -0.23
      5.75	      6.86
     -3.06	     -6.54
     -4.81	      2.96
     -2.24	     -3.88
      3.36	     -6.71
      2.22	     -3.45
