x	y
     -5.78	     -6.68
      6.90	      4.09
     -4.81	      2.91
      1.78	      5.97
      6.66	      1.33
      3.81	      6.68
     -0.25	      5.42
      5.01	     -0.03
      0.37	      1.84
      1.84	      3.20
     -0.57	     -4.32
      1.86	     -0.87
     -2.92	     -3.45
      4.52	      2.35
      0.32	     -6.82
     -6.82	      1.80
     -6.35	      6.48
     -3.64	      5.46
     -5.46	     -2.41
      5.91	      6.16
     -3.28	     -6.78
     -1.59	      2.38
     -1.32	     -1.42
      1.76	     -3.19
      5.97	     -2.34
