x	y
     -6.17	     -5.76
      5.06	      4.62
     -3.83	     -1.09
     -0.99	      6.43
      6.62	      1.43
      2.40	      4.97
     -4.42	      6.64
      6.15	     -3.02
      2.93	      0.20
      0.23	      4.49
     -1.42	     -3.99
      4.87	     -0.86
     -5.08	     -4.08
      3.18	      2.43
      0.43	     -5.81
     -6.81	      1.06
     -5.56	      4.79
     -6.75	      6.85
     -2.50	      0.83
      6.38	      6.71
     -3.04	     -5.98
     -1.90	      3.41
      1.52	     -2.53
      3.10	     -4.56
      3.85	     -2.63
