x	y
     -5.73	     -6.00
      6.60	      4.17
     -4.72	      3.47
      1.77	      5.38
      7.00	      2.21
      3.32	      6.81
     -0.38	      5.60
      4.97	     -0.26
      0.77	      1.26
      2.76	      3.40
     -0.53	     -4.61
      1.76	     -0.61
     -4.05	     -4.07
      4.98	      2.94
     -0.11	     -6.91
     -6.88	      1.68
     -6.11	      6.31
     -3.56	      5.78
     -4.03	     -1.41
      6.40	      6.47
     -3.14	     -6.93
     -1.56	      1.59
     -0.81	     -1.11
      1.84	     -3.99
      5.44	     -2.47
