x	y
     -6.14	     -6.06
      6.70	      4.31
     -4.88	      2.75
      1.07	      5.40
      6.55	      2.13
      2.76	      6.90
     -1.12	      5.71
      4.91	     -0.64
      0.82	      1.51
      2.39	      3.70
     -0.53	     -4.42
      2.58	     -1.40
     -3.74	     -2.83
      4.82	      3.24
     -0.78	     -6.87
     -6.97	      1.49
     -6.39	      4.79
     -2.86	      6.77
     -2.73	     -1.10
      6.52	      6.91
     -2.91	     -6.83
     -1.43	      2.05
      0.37	     -1.11
      1.90	     -3.76
      4.56	     -2.68
