x	y
     -5.36	     -5.65
      6.95	      3.08
     -4.33	      1.51
      1.19	      6.61
      6.76	      0.76
      3.70	      6.71
     -0.45	      5.04
      4.06	     -0.79
     -1.08	      1.50
      1.75	      4.14
     -0.06	     -4.70
      2.17	      0.06
     -2.77	     -3.63
      3.67	      1.65
      1.01	     -6.39
     -6.44	      1.63
     -6.72	      4.55
     -3.37	      5.79
     -6.97	     -2.90
      6.63	      6.18
     -3.18	     -5.77
     -2.29	      3.81
     -1.72	     -1.04
      2.07	     -3.06
      6.80	     -2.15
