x	y
     -6.77	     -6.80
      4.26	      5.28
     -3.19	     -1.55
     -0.18	      5.09
      5.94	      2.26
      1.99	      5.69
     -2.45	      4.23
      5.26	     -6.78
      1.87	     -1.12
      0.57	      1.86
     -0.30	     -5.50
      6.61	     -2.51
     -5.08	     -4.96
      3.27	      3.46
     -0.23	     -0.14
     -5.62	     -2.42
     -6.96	      1.63
     -6.47	      5.53
     -4.81	      0.01
      5.85	      6.84
     -2.53	     -6.43
     -4.97	      2.91
     -2.12	     -3.91
      3.20	     -6.45
      2.09	     -3.22
