x	y
     -6.66	     -6.99
      4.13	      5.30
     -3.54	     -2.12
     -0.25	      5.39
      5.88	      2.66
      1.93	      5.69
     -2.34	      4.68
      5.64	     -6.67
      2.14	     -1.27
      0.58	      2.41
     -1.04	     -5.52
      6.39	     -3.34
     -5.06	     -5.07
      3.80	      3.28
      0.15	     -0.75
     -5.62	     -2.01
     -6.70	      1.48
     -6.57	      5.94
     -4.59	     -0.24
      5.77	      6.93
     -3.26	     -6.59
     -4.75	      2.98
     -2.39	     -3.75
      3.39	     -6.80
      2.27	     -3.59
