x	y
     -6.74	     -6.86
      4.23	      5.40
     -3.31	     -1.68
     -0.10	      5.19
      5.92	      2.37
      1.98	      5.66
     -2.42	      4.35
      5.30	     -6.92
      1.94	     -1.24
      0.53	      1.90
     -0.54	     -5.46
      6.55	     -2.74
     -5.13	     -4.70
      3.42	      3.42
     -0.08	     -0.20
     -5.54	     -2.60
     -6.95	      1.59
     -6.50	      5.64
     -4.74	     -0.09
      5.71	      6.75
     -2.73	     -6.47
     -4.91	      2.93
     -2.15	     -3.91
      3.32	     -6.56
      2.13	     -3.24
