x	y
     -5.83	     -5.51
      6.96	      3.68
     -4.71	      2.09
      1.44	      6.31
      6.93	      0.98
      3.68	      7.00
     -0.29	      5.25
      4.48	     -0.31
     -0.43	      1.65
      1.79	      3.72
     -0.18	     -4.24
      2.05	     -0.51
     -2.56	     -3.53
      4.07	      1.87
      0.70	     -6.58
     -6.83	      1.75
     -6.55	      5.41
     -3.49	      5.64
     -6.73	     -3.29
      6.39	      6.02
     -3.32	     -6.16
     -1.98	      3.17
     -1.62	     -1.38
      1.63	     -3.17
      6.43	     -2.23
