x	y
     -6.76	     -5.86
      6.99	      4.72
     -4.97	      3.32
      1.38	      5.30
      6.83	      2.33
      2.89	      6.92
     -0.75	      5.75
      4.94	     -0.47
      0.68	      1.64
      2.59	      3.39
     -0.52	     -4.65
      2.17	     -1.30
     -4.04	     -3.55
      4.96	      3.06
     -0.49	     -6.89
     -6.93	      1.58
     -6.11	      5.20
     -2.93	      6.74
     -2.82	     -0.65
      6.99	      6.98
     -3.01	     -6.93
     -1.46	      1.14
     -0.27	     -0.92
      1.92	     -3.91
      4.95	     -2.59
