x	y
     -6.65	     -6.89
      4.51	      5.20
     -4.18	     -1.78
     -0.35	      5.77
      6.31	      2.94
      1.84	      5.87
     -2.83	      4.91
      6.09	     -6.12
      2.70	     -1.40
      0.63	      3.09
     -1.27	     -6.15
      6.19	     -4.13
     -5.29	     -5.23
      3.78	      3.11
      0.16	     -1.37
     -6.34	     -1.65
     -6.38	      1.35
     -6.67	      6.33
     -4.68	      0.24
      5.85	      6.84
     -3.52	     -6.86
     -4.54	      3.05
     -2.39	     -4.03
      3.49	     -6.72
      2.46	     -4.04
