x	y
     -5.59	     -6.01
      5.87	      4.21
     -4.26	      0.47
     -0.40	      6.79
      6.92	      0.99
      3.21	      5.59
     -2.96	      6.29
      6.00	     -1.79
      1.42	      0.29
      1.33	      4.32
     -0.57	     -3.73
      4.09	      0.10
     -4.54	     -3.57
      4.09	      2.47
      0.28	     -6.79
     -6.90	      1.23
     -6.39	      4.27
     -5.15	      6.66
     -1.80	      0.24
      5.79	      6.70
     -2.70	     -6.65
     -1.77	      2.97
      0.96	     -2.42
      2.26	     -4.27
      3.78	     -2.97
