x	y
     -6.96	     -6.44
      4.64	      4.66
     -3.58	     -1.11
     -0.72	      4.51
      6.04	      1.59
      2.06	      5.89
     -2.63	      3.49
      5.14	     -5.96
      1.58	     -0.34
      0.81	      2.45
      0.38	     -5.60
      6.95	     -1.16
     -4.76	     -6.58
      2.55	      3.80
     -0.53	     -0.50
     -6.08	     -1.34
     -6.99	      1.60
     -6.30	      4.87
     -5.16	      0.53
      6.74	      6.62
     -1.40	     -6.56
     -4.84	      3.13
     -1.84	     -3.49
      3.14	     -5.93
      1.84	     -3.18
