x	y
     -6.81	     -6.64
      4.93	      4.72
     -4.72	     -2.19
     -0.17	      6.55
      6.66	      3.35
      1.85	      6.53
     -4.00	      5.19
      6.74	     -6.47
      3.66	     -1.63
      0.57	      3.90
     -1.47	     -6.46
      5.96	     -3.14
     -5.57	     -4.45
      3.48	      2.89
      0.18	     -2.45
     -6.85	     -0.87
     -6.79	      2.00
     -6.83	      7.00
     -4.17	      1.01
      6.22	      6.74
     -3.70	     -5.86
     -4.17	      3.17
     -2.42	     -3.82
      3.67	     -6.17
      2.78	     -4.26
