x	y
     -6.92	     -6.52
      4.40	      4.69
     -3.26	     -1.12
     -0.61	      4.63
      6.02	      1.73
      2.04	      5.85
     -2.60	      3.64
      5.16	     -6.13
      1.55	     -0.51
      0.95	      2.46
      0.57	     -5.64
      6.88	     -1.44
     -4.83	     -6.25
      2.67	      3.69
     -0.62	     -0.50
     -5.98	     -1.56
     -6.84	      1.59
     -6.34	      5.00
     -5.17	      0.47
      6.56	      6.73
     -1.63	     -6.54
     -4.93	      3.05
     -1.90	     -3.57
      2.82	     -5.98
      1.89	     -3.19
